CUI,SAB_x,SAB_y,STR,DEF
C0376175,CHV,DXP,BELL'S PALSY,temporary facial paralysis resulting from damage
C0376175,CHV,DXP,BELL'S PALSY,temporary facial paralysis resulting from damage
C0376175,MEDLINEPLUS,DXP,BELL'S PALSY,"<p>Bell's palsy is the most common cause of facial paralysis. It usually affects just one side of the face. Symptoms appear suddenly and are at their worst about 48 hours after they start. They can range from mild to severe and include:</p><ul> <li>Twitching</li> <li>Weakness</li> <li>Paralysis</li> <li>Drooping eyelid or corner of mouth</li> <li>Drooling</li> <li>Dry eye or mouth</li> <li>Excessive tearing in the eye</li> <li>Impaired ability to taste</li> </ul> <p>Scientists think that a viral infection makes the facial nerve swell or become inflamed. You are most likely to get Bell's palsy if you are pregnant, diabetic or sick with a cold or flu.</p> <p>Three out of four patients improve without treatment. With or without treatment, most people begin to get better within 2 weeks and recover completely within 3 to 6 months. </p> <p class="""">NIH: National Institute of Neurological Disorders and Stroke</p>"
C0376175,HPO,DXP,BELL'S PALSY,Facial nerve palsy is a dysfunction of cranial nerve VII (the facial nerve) that results in inability to control facial muscles on the affected side with weakness of the muscles of facial expression and eye closure. This can either be present in unilateral or bilateral form. [HPO:sdoelken]
C0376356,MSH,DXP,PREMENSTRUAL TENSION,"A term used to describe the psychological aspects of PREMENSTRUAL SYNDROME, such as the ""indescribable tension"", depression, hostility, and increased seizure activity in women with seizure disorder."
C0392452,NCI,DXP,CRANIOTABES,Softening of the skull seen in newborns due to incomplete mineralization.
C0392464,NCI,DXP,"ANEURYSM, VENTRICULAR",A bulge or ballooning in the wall of the ventricle of the heart. (ACC)
C0392473,NCI,DXP,"THROMBOSIS, AORTA, ABDOMINAL",Formation of blood clot in the lumen of the abdominal aorta. It may lead to severe abdominal pain and ischemic necrosis of the intestine.
C0392514,CSP,DXP,"HEMOCHROMATOSIS, IDIOPATHIC","disorder due to the deposition of hemosiderin in the parenchymal cells, causing tissue damage and dysfunction of the liver, pancreas, heart, and pituitary; full development of the disease in women is restricted by menstruation, pregnancy, and lower dietary intake of iron; an autosomal recessive disorder of metabolism associated with a gene tightly linked to the A locus of the HLA complex on chromosome 6."
C0392514,NCI,DXP,"HEMOCHROMATOSIS, IDIOPATHIC",An inherited metabolic disorder characterized by iron accumulation in the tissues.
C0392531,HPO,DXP,"HYDATID OF MORGAGNI, TORSION","The appendix testis or hydatid of Morgagni, is a vestigial remnant of the Müllerian duct located on the superior pole of the testicle between the testis and epididymis. Although this appendage has no vital function, it is present in 50% of males. Torsion of twisting of this vestigial remnant can be incredibly painful, but usually requires no medical intervention. [ORCID:0000-0002-8169-9049, PMID:31550101]"
C0392548,MSH,DXP,CAUDA EQUINA SYNDROME,"Compressive lesion affecting the nerve roots of the CAUDA EQUINA (e.g., compression, herniation, inflammation, rupture, or stenosis), which controls the function of the bladder and bowel. Symptoms may include neurological dysfunction of bladder or bowels, loss of sexual sensation and altered sensation or paralysis in the lower extremities."
C0392548,NCI,DXP,CAUDA EQUINA SYNDROME,"A rare neurologic disorder caused by impingement of the nerve roots of the cauda equina secondary to disc herniation, spinal stenosis, vertebral fracture, neoplasm or infection. Clinical signs may include bladder or bowel dysfunction, paresthesia and weakness of the lower extremities. The clinical course rapidly deteriorates and necessitates emergent surgical decompression to minimize risk of incontinence, sexual dysfunction and permanent paralysis."
C0392621,CSP,DXP,METHYL ALCOHOL POISONING,"condition or physical state produced by the ingestion, injection or inhalation of, or exposure to methanol."
C0392621,ORPHANET,DXP,METHYL ALCOHOL POISONING,"Methanol poisoning is a rare poisoning resulting in elevated anion gap metabolic acidosis, due to the alcohol dehydrogenase (ADH)-mediated production of formic acid (which is poisonous to the central nervous system), and characterized by dizziness, nausea, vomiting, confusion, metabolic acidosis, visual disturbances (which if left untreated can lead to blindness), coma, and death (due to respiratory failure)."
C0392622,MSH,DXP,CARBON TETRACHLORIDE POISONING,"Poisoning that results from ingestion, injection, inhalation, or skin absorption of CARBON TETRACHLORIDE."
C0392622,CSP,DXP,CARBON TETRACHLORIDE POISONING,"inhalation of vapors, ingestion, or skin absorption of carbon tetrachloride can depress central nervous system activity and cause degeneration of the liver and kidneys."
C0392662,NCI,DXP,ANGIOSTRONGYLIASIS,"An infection that is caused by nematodes of the genus Angiostrongylus; signs and symptoms are dependent on the invading species, but generally include gastrointestinal symptoms and fever, and can have extraintestinal manifestations (e.g., central nervous system, anterior and posterior eye)."
C0392662,ORPHANET,DXP,ANGIOSTRONGYLIASIS,"A foodborne zoonotic disease, endemic to Southeast Asia and the Pacific Islands, caused by the rat lungworm &lt;i&gt;Angiostrongylus cantonensis&lt;/i&gt; and that is acquired by the ingestion of the infective larvae on vegetables or in raw or undercooked snails, slugs, land crabs, freshwater shrimps, frogs and lizards. The main feature is eosinophilic meningitis, with clinical manifestations including fever, headache, malaise, fatigue, vomiting, rhinorrhea, blurred vision, diplopia, cough, stiff neck, enteritis, constipation and paraesthesia due to the movement of the worms from the intestines to the lungs, central nervous system and eyes. In severe cases without treatment, coma and death can occur."
C0395887,HPO,DXP,TYMPANOSCLEROSIS,"A stiffening of the tympanic membrane due to calcification, typically presents as white plaque-like lesions, involving discrete regions of the tympanic membrane and/or middle ear. [PMID:27656306]"
C0395887,MSH,DXP,TYMPANOSCLEROSIS,Calcification of the TYMPANIC MEMBRANE and MIDDLE EAR most often associated with chronic OTITIS MEDIA.
C0398650,MSH,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC","Thrombocytopenia occurring in the absence of toxic exposure or a disease associated with decreased platelets. It is mediated by immune mechanisms, in most cases IMMUNOGLOBULIN G autoantibodies which attach to platelets and subsequently undergo destruction by macrophages. The disease is seen in acute (affecting children) and chronic (adult) forms."
C0398650,CHV,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",bleeding or bruising tendency due to low platelet level
C0398650,CHV,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",bleeding or bruising tendency due to low platelet level
C0398650,CHV,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",bleeding or bruising tendency due to low platelet level
C0398650,CHV,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",bleeding or bruising tendency due to low platelet level
C0398650,NCI,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC","Acquired thrombocytopenia of unknown cause, characterized by immune-mediated destruction of normal platelets. It affects both children and adults. It manifests with petechiae, purpura, and overt bleeding. Based upon the duration of the disease, it is classified as newly diagnosed (from diagnosis until 3 months), persistent (3-12 months), and chronic (lasting for more than 12 months)."
C0398650,ORPHANET,DXP,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC","A rare autoimmune coagulation disorder characterized by isolated thrombocytopenia (a platelet count &lt;100,000/microL), in the absence of any underlying disorder that may be associated with thrombocytopenia."
C0403529,CSP,DXP,GOODPASTURE SYNDROME,combination of pulmonary hemorrhage and glomerulonephritis; known also as the lung purpura glomerulonephritis complex; considered by some to be a form of hypersensitivity reaction.
C0403529,MSH,DXP,GOODPASTURE SYNDROME,"An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis."
C0403529,NCI,DXP,GOODPASTURE SYNDROME,An autoimmune disorder characterized by the production of autoantibodies against type IV collagen of the glomerular basement membrane of the kidney. In the majority of patients the immune reaction also extends to the alveolar capillary membrane of the lungs. The latter cases are referred to as Goodpasture Syndrome.
C0403529,ORPHANET,DXP,GOODPASTURE SYNDROME,"A rare, fulminant small vessel vasculitis that affects the capillary beds of the kidneys and lungs and characterized by the presence of anti-glomerular basement membrane (GBM) and, in its full-blown form, anti-alveolar basement membrane (ABM) antibodies. Consequently, it may manifest as a rapidly progressive, isolated glomerulonephritis (anti-GBM nephritis) or as a pulmonary-renal syndrome with severe lung hemorrhage."
C0403529,NCI,DXP,GOODPASTURE SYNDROME,An autoimmune disorder characterized by pulmonary hemorrhage and glomerulonephritis. It is a hypersensitivity reaction resulting in the formation of antibodies against the pulmonary alveoli and the basement membrane of the glomeruli.
C0403559,NCI,DXP,DIALYSIS DISEQUILIBRIUM SYNDROME,"A complication occurring during hemodialysis that is thought to be due to a rapid decrease in blood urea nitrogen, and is characterized by an increase in intracranial pressure resulting in nausea, headache, vomiting, restlessness, and/or a decreased level of consciousness."
C0410005,ORPHANET,DXP,"FASCIITIS, NODULAR","A rare soft tissue tumor characterized by a solitary mass-forming fibrous proliferation that usually occurs in the subcutaneous tissue, composed of uniform fibroblastic/myofibroblastic cells displaying a loose growth pattern. Upper extremities, trunk, and head and neck are most frequently affected. The lesion typically grows rapidly and almost always measures less than five centimeters in diameter. Macroscopically, it may appear circumscribed or infiltrative but is not encapsulated. Recurrence after excision is very rare, and metastasis does not occur."
C0410005,NCI,DXP,"FASCIITIS, NODULAR","A self-limiting, rapidly growing, non-encapsulated benign neoplasm that arises from the soft tissues. It is characterized by the presence of plump spindle-shaped fibroblasts, multinucleated osteoclast-like giant cells, chronic inflammatory infiltrate, red blood cell extravasation, and high mitotic activity."
C0413070,ORPHANET,DXP,PARAQUAT POISONING,"Paraquat poisoning is a rare intoxication with paraquat (a non-selective bipyridilium herbicide that has been banned in Europe), usually occurring through ingestion of the poison, and that presents with caustic injury of the oral cavity and pharynx, as well as nausea, vomiting, epigastric pain, lethargy, loss of consciousness and fever. Patients may develop potentially life-threatening complications such as hepatic dysfunction, acute tubular necrosis and renal insufficiency, and respiratory failure (due to pulmonary fibrosis) due to its inherent toxicity and lack of effective treatment. Intoxication via inhalation, injection and dermal or mucus contact have also been reported."
C0432412,JABL,DXP,TRISOMY 8 SYNDROME,"Trisomy of chromosome 8 with retarded psychomotor development, long and narrow trunk, dysmorphic facies with blank expression, musculoskeletal defects, eye anomalies, and visceral and other abnormalities."
C0432412,NCI,DXP,TRISOMY 8 SYNDROME,A chromosomal abnormality consisting of the presence of a third copy of chromosome 8 in somatic cells.
C0456103,NCI,DXP,"SEPSIS, NEONATAL",An infectious disorder of newborn infants that is characterized by a systemic inflammatory response most commonly caused by bacteria.
C0456103,HPO,DXP,"SEPSIS, NEONATAL",Systemic inflammatory response to infection in newborn babies. [PMID:4067741]
C0456103,MSH,DXP,"SEPSIS, NEONATAL",Blood infection that occurs in an infant younger than 90 days old. Early-onset sepsis is seen in the first week of life and most often appears within 24 hours of birth. Late-onset occurs after 1 week and before 3 months of age.
C0476089,HPO,DXP,"ENDOMETRIUM, CARCINOMA","A carcinoma of the endometrium, the mucous lining of the uterus. [HPO:probinson, NCIT:C7558]"
C0476089,NCI,DXP,"ENDOMETRIUM, CARCINOMA","A malignant tumor arising from the epithelium that lines the cavity of the uterine body. The vast majority of endometrial carcinomas are adenocarcinomas; squamous cell and adenosquamous carcinomas represent a minority of the cases. Endometrioid adenocarcinoma is the most frequently seen variant of endometrial adenocarcinoma. Uterine bleeding is an initial clinical sign. The prognosis depends on the stage of the tumor, the depth of myometrial wall invasion, and the degree of differentiation."
C0494165,NCI,DXP,"LIVER CANCER, METASTATIC","A malignant neoplasm that has spread to the liver from another (primary) anatomic site. Such malignant neoplasms may be carcinomas, lymphomas, melanomas, or sarcomas."
C0496892,NCI,DXP,"KIDNEY, BENIGN TUMOR","A non-metastasizing neoplasm that arises from the kidney. Representative examples include cystic nephroma, metanephric adenoma, oncocytoma, and urothelial papilloma of the renal pelvis."
C0520459,MSH,DXP,"ENTEROCOLITIS, NECROTIZING",ENTEROCOLITIS with extensive ulceration (ULCER) and NECROSIS. It is observed primarily in LOW BIRTH WEIGHT INFANT.
C0520459,HPO,DXP,"ENTEROCOLITIS, NECROTIZING",Inflammation of the intestine leading to bacterial invasion causing cellular damage and death which causes necrosis of the colon and intestine. [PMID:30020729]
C0520459,ORPHANET,DXP,"ENTEROCOLITIS, NECROTIZING","A rare intestinal disease characterized by potentially life-threatening inflammatory bowel necrosis predominantly affecting preterm neonates. Patients may present with feeding intolerance, lethargy, temperature instability, abdominal distention, blood-stained stools, diarrhea, bilious vomiting, apnea, and signs of sepsis. Radiographic features include pneumatosis intestinalis, portal venous gas, presence of fixed, dilated intestinal loops, bowel wall edema, and (in case of bowel perforation) pneumoperitoneum."
C0520463,HPO,DXP,"HEPATITIS, CHRONIC ACTIVE","Chronic hepatitis associated with recurrent clinical exacerbations, extrahepatic manifestations, and progression to cirrhosis. [PMID:7418593]"
C0520463,MSH,DXP,"HEPATITIS, CHRONIC ACTIVE",An aggressive form of chronic hepatitis involving extensive liver damage and cell injury beyond the portal tract.
C0520482,PSY,DXP,SOMATIZATION DISORDER,Pattern of recurring polysymptomatic somatic complaints resulting in medical treatment or impaired daily function. Usually begins before age 30 and extends over a period of years.
C0521620,HPO,DXP,HYDROURETER,"The distention of the ureter with urine. [HPO:probinson, PMID:33085364]"
C0521620,NCI,DXP,HYDROURETER,Dilatation of the ureter caused by obstruction of urine flow.
C0521631,HPO,DXP,"TESTIS, ABSCESS","A collection of pus within a testicle. Ultrasonographic features include shaggy, irregular walls, intratesticular location, low-level internal echoes, and occasionally, hypervascular margins. [PMID:11598263]"
C0541719,ORPHANET,DXP,"POLYCYTHEMIA, STRESS",Gaisbock syndrome is characterised by secondary polycythemia.
C0541719,NCI,DXP,"POLYCYTHEMIA, STRESS",Polycythemia that is caused by stress.
C0546983,MSH,DXP,"BRAIN SYNDROME, POSTTRAUMATIC","The organic and psychogenic disturbances observed after closed head injuries (HEAD INJURIES, CLOSED). Post-concussion syndrome includes subjective physical complaints (i.e. headache, dizziness), cognitive, emotional, and behavioral changes. These disturbances can be chronic, permanent, or late emerging."
C0546996,NCI,DXP,"SCHISTOSOMIASIS, CUTANEOUS",An unusual presentation of schistosomiasis characterized by a pruritic papular rash in the perigenital or periumbilical area due to an allergic reaction to schistosoma eggs deposited in the skin.
C0549423,NCI,DXP,"HYDROCEPHALUS, OBSTRUCTIVE",An abnormal accumulation of cerebrospinal fluid within the ventricles of the brain that occurs as a consequence of an obstruction at any location within the ventricular system that prevents cerebrospinal fluid flowing into the subarachnoid space.
C0549423,HPO,DXP,"HYDROCEPHALUS, OBSTRUCTIVE","A form of hydrocephalus in which the flow of cerebrospinal fluid (CSF) within the cerebral ventricular system or in the outlets of the CSF to the arachnoid space is obstructed. [eMedicine:1135286, HPO:probinson]"
C0553580,CSP,DXP,"SARCOMA, EWING","malignant tumor of bones which always arises in medullary tissue, occurring more often in cylindrical bones, with pain, fever, and leukocytosis."
C0553580,NCI,DXP,"SARCOMA, EWING","A small round cell tumor that lacks morphologic, immunohistochemical, and electron microscopic evidence of neuroectodermal differentiation. It represents one of the two ends of the spectrum called Ewing sarcoma/peripheral neuroectodermal tumor. It affects mostly males under age 20, and it can occur in soft tissue or bone. Pain and the presence of a mass are the most common clinical symptoms."
C0553580,MSH,DXP,"SARCOMA, EWING","A malignant tumor of the bone which always arises in the medullary tissue, occurring more often in cylindrical bones. The tumor occurs usually before the age of 20, about twice as frequently in males as in females."
C0553580,HPO,DXP,"SARCOMA, EWING","A malignant tumor of the bone which always arises in the medullary tissue, occurring more often in cylindrical bones. [HPO:probinson, PMID:17272319]"
C0553580,PDQ,DXP,"SARCOMA, EWING","A small round cell tumor that lacks morphologic, immunohistochemical, and electron microscopic evidence of neuroectodermal differentiation. It represents one of the two ends of the spectrum called Ewing's sarcoma/peripheral neuroectodermal tumor. It affects mostly males under age 20, and it can occur in soft tissue or bone. Pain and the presence of a mass are the most common clinical symptoms. -- 2004 Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C4817"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C4817"" NCI Thesaurus)"
C0553980,MSH,DXP,"FIBROSIS, ENDOMYOCARDIAL","A condition characterized by the thickening of the ventricular ENDOCARDIUM and subendocardium (MYOCARDIUM), seen mostly in children and young adults in the TROPICAL CLIMATE. The fibrous tissue extends from the apex toward and often involves the HEART VALVES causing restrictive blood flow into the respective ventricles (CARDIOMYOPATHY, RESTRICTIVE)."
C0553980,CSP,DXP,"FIBROSIS, ENDOMYOCARDIAL","disease characterized by thickening of the endocardium, and frequently the inner third of the myocardium; left ventricle is most frequently involved."
C0553980,HPO,DXP,"FIBROSIS, ENDOMYOCARDIAL","The presence of excessive connective tissue in the endocardium. [HPO:probinson, PMID:29043203]"
C0553980,NCI,DXP,"FIBROSIS, ENDOMYOCARDIAL","A disease characterized by fibrotic thickening of the endocardium, particularly the right and/or left inflow tracts. The disease often involves the atrioventricular valves, leading to valvular regurgitaion. It most commonly occurs in children living within 15 degrees of the equator."
C0558353,NCI,DXP,"TONGUE, CARCINOMA",A malignant tumor arising from the epithelium that covers the tongue. The vast majority of tongue carcinomas are moderately or poorly differentiated squamous cell carcinomas.
C0558355,NCI,DXP,"TONSIL, CARCINOMA",A carcinoma arising from the tonsilar epithelium.
C0566602,CSP,DXP,"CHOLANGITIS, PRIMARY SCLEROSING","recurrent or persistant obstructive jaundice, frequently with ulcerative colitis, due to extensive obliterative fibrosis of the bile ducts."
C0566602,PDQ,DXP,"CHOLANGITIS, PRIMARY SCLEROSING","A chronic, autoimmune inflammatory liver disorder characterized by narrowing and scarring of the lumen of the bile ducts. It is often seen in patients with ulcerative colitis. Signs and symptoms include jaundice, fatigue, and malabsorption. It may lead to cirrhosis and liver failure."
C0566602,ORPHANET,DXP,"CHOLANGITIS, PRIMARY SCLEROSING","Primary sclerosing cholangitis (PSC) is a rare, slowly progressive liver disease characterized by inflammation and destruction of the intra- and/or extra-hepatic bile ducts that lead to cholestasis, liver fibrosis, liver cirrhosis and ultimately liver failure."
C0566602,NCI,DXP,"CHOLANGITIS, PRIMARY SCLEROSING","A chronic, autoimmune inflammatory liver disorder characterized by narrowing and scarring of the lumen of the bile ducts. It is often seen in patients with ulcerative colitis. Signs and symptoms include jaundice, fatigue, and malabsorption. It may lead to cirrhosis and liver failure."
C0600079,NCI,DXP,"URETER, CARCINOMA",A carcinoma of the ureter. The majority of ureter carcinomas are transitional cell and less frequently squamous cell carcinomas or adenocarcinomas.
C0600139,NCI,DXP,"PROSTATE, CARCINOMA","One of the most common malignant tumors afflicting men. The majority of carcinomas arise in the peripheral zone and a minority occur in the central or the transitional zone of the prostate gland. Grossly, prostatic carcinomas appear as ill-defined yellow areas of discoloration in the prostate gland lobes. Adenocarcinomas represent the overwhelming majority of prostatic carcinomas. Prostatic-specific antigen (PSA) serum test is widely used as a screening test for the early detection of prostatic carcinoma. Treatment options include radical prostatectomy, radiation therapy, androgen ablation and cryotherapy. Watchful waiting or surveillance alone is an option for older patients with low-grade or low-stage disease."
C0600327,CSP,DXP,TOXIC SHOCK SYNDROME,"syndrome characterized by high fever, vomiting, diarrhea, confusion, and skin rash; almost all cases have been related to an infection with toxin-producing Staphylococcus aureus."
C0600327,CHV,DXP,TOXIC SHOCK SYNDROME,a fatal disease caused by an infection
C0600327,CHV,DXP,TOXIC SHOCK SYNDROME,a fatal disease caused by an infection
C0600327,CHV,DXP,TOXIC SHOCK SYNDROME,a fatal disease caused by an infection
C0600327,CHV,DXP,TOXIC SHOCK SYNDROME,a fatal disease caused by an infection
C0600327,ORPHANET,DXP,TOXIC SHOCK SYNDROME,"Bacterial toxic shock syndrome (TSS) is a potentially fatal, acute disease characterized by a sudden onset of high fever along with nausea, myalgia, vomiting and multisystem organ involvement, potentially leading to shock and death. TSS is mediated by superantigenic toxins, usually caused by an infection with &lt;i&gt;Staphylococcus aureus&lt;/i&gt; in staphylococcal TSS (see this term) or &lt;i&gt;Streptococcus pyogenes&lt;/i&gt; in streptococcal TSS (see this term)."
C0600327,NCI,DXP,TOXIC SHOCK SYNDROME,"A rare acute life-threatening systemic bacterial noncontagious illness caused by any of several related staphylococcal exotoxins. It is characterized by high fever, hypotension, rash, multi-organ dysfunction, and cutaneous desquamation during the early convalescent period. The toxins affect the host immune system, causing an exuberant and pathological host inflammatory response. Laboratory findings include leukocytosis, elevated prothrombin time, hypoalbuminemia, hypocalcemia, and pyuria."
C0677050,MSH,DXP,MANGANESE POISONING,"Manganese poisoning is associated with chronic inhalation of manganese particles by individuals who work with manganese ore. Clinical features include CONFUSION; HALLUCINATIONS; and an extrapyramidal syndrome (PARKINSON DISEASE, SECONDARY) that includes rigidity; DYSTONIA; retropulsion; and TREMOR. (Adams, Principles of Neurology, 6th ed, p1213)"
C0677050,ORPHANET,DXP,MANGANESE POISONING,"A rare disorder due to toxic effects characterized by a progressive, permanent affliction of the extrapyramidal system with the globus pallidus and striatum as primary targets of neurotoxic effects. Symptoms include headache, insomnia, memory loss, emotional instability, hyperreflexia, dystonia, tremor, speech disturbances, and gait abnormalities. Individual factors like age, gender, genetics, and pre-existing medical conditions appear to have a profound impact on manganese toxicity."
C0677055,ORPHANET,DXP,"VULVA, CARCINOMA","A group of rare tumors of the vulva comprising HPV-associated and HPV-independent squamous cell carcinomas as the most frequent malignant vulvar tumors, basal cell carcinomas, adenocarcinomas, and Bartholin gland carcinomas. Depending on the type of tumor and disease stage, patients may present with a painless vulvar mass or ulcer, or with pruritus, a burning sensation, pain, or bleeding."
C0677055,NCI,DXP,"VULVA, CARCINOMA","A carcinoma arising from the vulva. It usually affects elderly women but has been observed in premenopausal women as well. The most frequently seen histologic type is squamous cell carcinoma. The most common site of involvement is the labia majora. In many cases, the development of vulvar cancer is preceded by condyloma or squamous dysplasia."
C0677607,CSP,DXP,"THYROIDITIS, HASHIMOTO","progressive enlargement of the thyroid gland, often associated with hypothyroidism."
C0677607,NCI,DXP,"THYROIDITIS, HASHIMOTO",An autoimmune disorder caused by the production of autoantibodies against thyroid tissue. There is progressive destruction of the thyroid follicles leading to hypothyroidism.
C0677607,HPO,DXP,"THYROIDITIS, HASHIMOTO","A chronic, autoimmune type of thyroiditis associated with hypothyroidism. [HPO:probinson]"
C0677607,MSH,DXP,"THYROIDITIS, HASHIMOTO","Chronic autoimmune thyroiditis, characterized by the presence of high serum thyroid AUTOANTIBODIES; GOITER; and HYPOTHYROIDISM."
C0678222,HPO,DXP,"BREAST, CARCINOMA",The presence of a carcinoma of the breast. [HPO:probinson]
C0678222,NCI,DXP,"BREAST, CARCINOMA","A carcinoma arising from the breast, most commonly the terminal ductal-lobular unit. It is the most common malignant tumor in females. Risk factors include country of birth, family history, menstrual and reproductive history, fibrocystic disease and epithelial hyperplasia, exogenous estrogens, contraceptive agents, and ionizing radiation. The vast majority of breast carcinomas are adenocarcinomas (ductal or lobular). Breast carcinoma spreads by direct invasion, by the lymphatic route, and by the blood vessel route. The most common site of lymph node involvement is the axilla."
C0685110,NCI,DXP,"CARDIAC NEOPLASM, SECONDARY",A malignant neoplasm that has spread to the heart from another primary anatomic site.
C0685891,HPO,DXP,"THYMUS, HYPOPLASIA",Underdevelopment of the thymus. [HPO:curators]
C0686353,JABL,DXP,"MUSCULAR DYSTROPHY, LIMB GIRDLE TYPE","A progressive disorder involving pelvic and scapular girdle muscles marked by weakness of proximal muscles of hip and shoulder areas with variable psychiatric disorders and occasional mild mental retardation. Type IA (LGMD1A) Synonym: proximal limb-girdle muscular dystrophy type 1A A slowly progressive form of muscular dystrophy affecting the proximal limb muscles but sparing the face. (159000) Type IB (LGMD1B) Synonym: proximal limb-girdle muscular dystrophy type 1B A slowly progressive form of muscular dystrophy differing from LGMD1A by the nasal quality of speech. (OMIM 159001) Type 2 (LGMD2, LGMD2A) Synonyms: Leyden-Mobius syndrome distal muscular dystrophy pelvofemoral muscular dystrophy pelvofemoral syndrome tibial muscular dystrophy Muscular dystrophy involving first the pelvic or, less commonly, shoulder girdle with occasional pseudohypertrophy of the calves with onset usually in childhood but sometimes in later stages of life. Muscle wasting tends to be asymmetric when the upper limbs are first involved. Progression of disease varies with inability to walk usually taking place at about 20 to 30 years of onset. Facial weakness and contractures may occur later. (OMIM 253600) Type 3 (LGMD3, LGMD2B) A slowly progressive form of muscular dystrophy involving the pelvic girdle with onset in the late teens. (OMIM 253601)"
C0686353,NCI,DXP,"MUSCULAR DYSTROPHY, LIMB GIRDLE TYPE",A group of autosomal recessive and less frequently autosomal dominant muscular dystrophies affecting the muscles of the hips and shoulders.
C0686353,HPO,DXP,"MUSCULAR DYSTROPHY, LIMB GIRDLE TYPE",Muscular dystrophy affecting the muscles of the limb girdle (the hips and shoulders). [HPO:curators]
C0686353,ORPHANET,DXP,"MUSCULAR DYSTROPHY, LIMB GIRDLE TYPE",Limb-girdle muscular dystrophy (LGMD) is a heterogeneous group of muscular dystrophies characterized by proximal weakness affecting the pelvic and shoulder girdles. Cardiac and respiratory impairment may be observed in certain forms of LGMD.
C0686353,MSH,DXP,"MUSCULAR DYSTROPHY, LIMB GIRDLE TYPE",A heterogenous group of inherited muscular dystrophy that can be autosomal dominant or autosomal recessive. There are many forms (called LGMDs) involving genes encoding muscle membrane proteins such as the sarcoglycan (SARCOGLYCANS) complex that interacts with DYSTROPHIN. The disease is characterized by progressing wasting and weakness of the proximal muscles of arms and legs around the HIPS and SHOULDERS (the pelvic and shoulder girdles).
C0687150,NCI,DXP,"PARATHYROID, ADENOCARCINOMA","A malignant tumor arising from the parenchymal cells of the parathyroid gland. It is associated with the symptoms of primary hyperparathyroidism, resulting from the excessive production of parathyroid hormone. Morphologically, the differential diagnosis from parathyroid gland adenoma may be difficult. A definitive diagnosis of carcinoma is made only in the presence of capsular invasion, vascular invasion, and/or perineural invasion."
C0687150,HPO,DXP,"PARATHYROID, ADENOCARCINOMA","A malignancy of the parathyroid glands. Parathyroid carcinoma usually secretes parathyroid hormone, leading to hyperparathyroidism. [HPO:probinson]"
C0687150,ORPHANET,DXP,"PARATHYROID, ADENOCARCINOMA","A rare endocrine tumor characterized by a malignant neoplasm derived from parathyroid parenchymal cells, localized in one of the normally located parathyroid glands or other sites where parathyroid tissue may be present. Signs and symptoms are predominantly due to excess secretion of parathyroid hormone, with marked hypercalcemia and renal and bone involvement. In rare cases, the tumor may be non-functioning and only present as a palpable mass in the neck region. Recurrent laryngeal nerve paralysis is also observed. The tumor can occur sporadically or on a genetic background. The extent of invasion of adjacent structures positively correlates with the development of recurrent or metastatic disease."
C0687720,MSH,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",A genetic or acquired polyuric disorder caused by a deficiency of VASOPRESSINS secreted by the NEUROHYPOPHYSIS. Clinical signs include the excretion of large volumes of dilute URINE; HYPERNATREMIA; THIRST; and polydipsia. Etiologies include HEAD TRAUMA; surgeries and diseases involving the HYPOTHALAMUS and the PITUITARY GLAND. This disorder may also be caused by mutations of genes such as ARVP encoding vasopressin and its corresponding neurophysin (NEUROPHYSINS).
C0687720,NCI,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",Diabetes insipidus caused by decreased secretion of antidiuretic hormone from the pituitary gland.
C0687720,CHV,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",a lack of antidiuretic hormone that causes excessive production of very dilute urine
C0687720,CHV,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",a lack of antidiuretic hormone that causes excessive production of very dilute urine
C0687720,CHV,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",a lack of antidiuretic hormone that causes excessive production of very dilute urine
C0687720,CHV,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",a lack of antidiuretic hormone that causes excessive production of very dilute urine
C0687720,CHV,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",a lack of antidiuretic hormone that causes excessive production of very dilute urine
