CUI_1,STR_1,CUI_2,STR_2,SCORE
C0160390,LIVER INJURY,C0520463,"HEPATITIS, CHRONIC ACTIVE",0.5344516634941101
C0160390,LIVER INJURY,C0392622,CARBON TETRACHLORIDE POISONING,0.4940187633037567
C0160390,LIVER INJURY,C0151731,"LIVER, INFARCTION",0.4631580710411072
C0160390,LIVER INJURY,C0152086,"ARTHRITIS, TRAUMATIC, PRIMARY",0.46082422137260437
C0161823,"NEUROMA, TRAUMATIC",C0242644,BROWN-SEQUARD SYNDROME,0.595636248588562
C0161823,"NEUROMA, TRAUMATIC",C0029417,"OSTEOBLASTOMA, BENIGN",0.558414101600647
C0161823,"NEUROMA, TRAUMATIC",C0238197,"INTESTINE, SMALL, LEIOMYOMA",0.5219569802284241
C0162283,"DIABETES INSIPIDUS, NEPHROGENIC",C0687720,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",0.7706736922264099
C0162283,"DIABETES INSIPIDUS, NEPHROGENIC",C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5879188179969788
C0162301,"URETHRA, CALCULUS",C0238502,"URETHRA, PROLAPSE",0.7194362282752991
C0162301,"URETHRA, CALCULUS",C0268877,"URETHRAL GLAND, CYST",0.6635251045227051
C0162301,"URETHRA, CALCULUS",C0700101,"URETHRA, CARCINOMA",0.6392346620559692
C0162316,"ANEMIA, IRON DEFICIENCY",C0238158,"HEMOCHROMATOSIS, SECONDARY",0.6745741963386536
C0162316,"ANEMIA, IRON DEFICIENCY",C0221021,"ANEMIA, HEMOLYTIC, MICROANGIOPATHIC",0.585279107093811
C0162316,"ANEMIA, IRON DEFICIENCY",C0392514,"HEMOCHROMATOSIS, IDIOPATHIC",0.5466289520263672
C0162429,MALNUTRITION,C1257752,"MALNUTRITION, INFANTILE",0.5421503782272339
C0162429,MALNUTRITION,C0000744,ABETALIPOPROTEINEMIA,0.5332129597663879
C0162429,MALNUTRITION,C0002514,INBORN ERROR OF AMINO ACID METABOLISM,0.5330833792686462
C0162510,CAROLI DISEASE,C0701818,CHOLEDOCHOLITHIASIS,0.6279326677322388
C0162510,CAROLI DISEASE,C0566602,"CHOLANGITIS, PRIMARY SCLEROSING",0.6203789710998535
C0162510,CAROLI DISEASE,C0238065,"CIRRHOSIS, SECONDARY BILIARY",0.612494945526123
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",0.8041827082633972
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0162531,"COPROPORPHYRIA, HEREDITARY",0.7072833776473999
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0162566,PORPHYRIA CUTANEA TARDA,0.6913961172103882
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0162532,"PORPHYRIA, VARIEGATE",0.6366934180259705
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0162565,"PORPHYRIA, ACUTE INTERMITTENT",0.5967177748680115
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0037889,"ANEMIA, HEMOLYTIC, HEREDITARY SPHEROCYTIC",0.5863115787506104
C0162530,"PORPHYRIA, ERYTHROPOIETIC",C0392514,"HEMOCHROMATOSIS, IDIOPATHIC",0.5696810483932495
C0162531,"COPROPORPHYRIA, HEREDITARY",C0162532,"PORPHYRIA, VARIEGATE",0.879062294960022
C0162531,"COPROPORPHYRIA, HEREDITARY",C0162565,"PORPHYRIA, ACUTE INTERMITTENT",0.7974666357040405
C0162531,"COPROPORPHYRIA, HEREDITARY",C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",0.7420779466629028
C0162531,"COPROPORPHYRIA, HEREDITARY",C0162566,PORPHYRIA CUTANEA TARDA,0.7016230821609497
C0162531,"COPROPORPHYRIA, HEREDITARY",C0392514,"HEMOCHROMATOSIS, IDIOPATHIC",0.5752716660499573
C0162531,"COPROPORPHYRIA, HEREDITARY",C0019243,"ANGIONEUROTIC EDEMA, HEREDITARY",0.5382308959960938
C0162532,"PORPHYRIA, VARIEGATE",C0162565,"PORPHYRIA, ACUTE INTERMITTENT",0.8357964158058167
C0162532,"PORPHYRIA, VARIEGATE",C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",0.7252112030982971
C0162532,"PORPHYRIA, VARIEGATE",C0162566,PORPHYRIA CUTANEA TARDA,0.7197559475898743
C0162532,"PORPHYRIA, VARIEGATE",C0035400,REYE SYNDROME,0.4923095107078552
C0162532,"PORPHYRIA, VARIEGATE",C0019243,"ANGIONEUROTIC EDEMA, HEREDITARY",0.4816901385784149
C0162539,IGG SUBCLASS DEFICIENCY,C4049006,"IGA DEFICIENCY, SELECTIVE",0.8531903028488159
C0162539,IGG SUBCLASS DEFICIENCY,C0221026,"AGAMMAGLOBULINEMIA, X-LINKED INFANTILE",0.5961636304855347
C0162539,IGG SUBCLASS DEFICIENCY,C0085132,MUCOPOLYSACCHARIDOSIS VII,0.5815609097480774
C0162539,IGG SUBCLASS DEFICIENCY,C0024419,"MACROGLOBULINEMIA, WALDENSTROM",0.5415241122245789
C0162565,"PORPHYRIA, ACUTE INTERMITTENT",C0162566,PORPHYRIA CUTANEA TARDA,0.7139815092086792
C0162565,"PORPHYRIA, ACUTE INTERMITTENT",C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",0.6701722741127014
C0162565,"PORPHYRIA, ACUTE INTERMITTENT",C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5658547282218933
C0162566,PORPHYRIA CUTANEA TARDA,C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",0.6756753921508789
C0162566,PORPHYRIA CUTANEA TARDA,C0016395,FOCAL DERMAL HYPOPLASIA SYNDROME,0.5005590915679932
C0162566,PORPHYRIA CUTANEA TARDA,C0020501,PRIMARY HYPEROXALURIA,0.490040123462677
C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",C0392514,"HEMOCHROMATOSIS, IDIOPATHIC",0.6021333336830139
C0162568,"PROTOPORPHYRIA, ERYTHROPOIETIC",C0037889,"ANEMIA, HEMOLYTIC, HEREDITARY SPHEROCYTIC",0.5766039490699768
C0162576,ANISAKIASIS,C0392662,ANGIOSTRONGYLIASIS,0.6987304091453552
C0162678,NEUROFIBROMATOSIS,C0205713,ROUSSY-LEVY POLYNEUROPATHY,0.6297463178634644
C0162678,NEUROFIBROMATOSIS,C0699739,"NEUROPATHY, CONGENITAL, SENSORY",0.6218881011009216
C0162678,NEUROFIBROMATOSIS,C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",0.5942131876945496
C0162678,NEUROFIBROMATOSIS,C0004135,"ATAXIA, TELANGIECTASIA",0.5809426307678223
C0162678,NEUROFIBROMATOSIS,C0007959,PERONEAL MUSCULAR ATROPHY,0.571701169013977
C0162678,NEUROFIBROMATOSIS,C0242292,ALBRIGHT'S SYNDROME,0.5701981782913208
C0162678,NEUROFIBROMATOSIS,C0023522,METACHROMATIC LEUKODYSTROPHY,0.5683953762054443
C0162809,"HYPOGONADISM, HYPOGONADOTROPIC, WITH ANOSMIA",C0812437,OCULODENTODIGITAL DYSPLASIA SYNDROME,0.6417844891548157
C0162809,"HYPOGONADISM, HYPOGONADOTROPIC, WITH ANOSMIA",C0175702,"HYPERCALCEMIA, INFANTILE IDIOPATHIC",0.6008117198944092
C0162809,"HYPOGONADISM, HYPOGONADOTROPIC, WITH ANOSMIA",C1567741,"NEPHRITIS WITH NERVE DEAFNESS, HEREDITARY",0.5893930792808533
C0162836,"HIDRADENITIS, SUPPURATIVA",C0038325,STEVENS-JOHNSON SYNDROME,0.5829769372940063
C0162836,"HIDRADENITIS, SUPPURATIVA",C0030491,PARAPSORIASIS,0.5556625723838806
C0162871,"ANEURYSM, AORTA, ABDOMINAL",C0162872,"ANEURYSM, AORTA, THORACIC",0.8500839471817017
C0162871,"ANEURYSM, AORTA, ABDOMINAL",C0392464,"ANEURYSM, VENTRICULAR",0.5839973092079163
C0162871,"ANEURYSM, AORTA, ABDOMINAL",C0265012,"ANEURYSM, AORTA, ABDOMINAL, RUPTURED",0.5541975498199463
C0162872,"ANEURYSM, AORTA, THORACIC",C0265012,"ANEURYSM, AORTA, ABDOMINAL, RUPTURED",0.6803913712501526
C0162872,"ANEURYSM, AORTA, THORACIC",C0392464,"ANEURYSM, VENTRICULAR",0.5652757287025452
C0175702,"HYPERCALCEMIA, INFANTILE IDIOPATHIC",C0812437,OCULODENTODIGITAL DYSPLASIA SYNDROME,0.6441516876220703
C0175702,"HYPERCALCEMIA, INFANTILE IDIOPATHIC",C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",0.6255702972412109
C0175702,"HYPERCALCEMIA, INFANTILE IDIOPATHIC",C3266843,XYY SYNDROME,0.6002757549285889
C0175707,SPLENIC AGENESIS SYNDROME,C0243002,"TRICUSPID VALVE, ATRESIA",0.7292095422744751
C0175707,SPLENIC AGENESIS SYNDROME,C0221215,COMMON ATRIOVENTRICULAR CANAL,0.6824645400047302
C0175754,"CORPUS CALLOSUM, AGENESIS",C0238265,MARCHIAFAVA-BIGNAMI SYNDROME,0.6958890557289124
C0175754,"CORPUS CALLOSUM, AGENESIS",C0010964,DANDY WALKER SYNDROME,0.5678590536117554
C0175754,"CORPUS CALLOSUM, AGENESIS",C0023521,KRABBE DISEASE,0.5641493201255798
C0175754,"CORPUS CALLOSUM, AGENESIS",C0221060,MOEBIUS SYNDROME,0.5634158253669739
C0175754,"CORPUS CALLOSUM, AGENESIS",C0007795,SCHILDER DISEASE,0.5598025321960449
C0175754,"CORPUS CALLOSUM, AGENESIS",C0028968,OLIVOPONTOCEREBELLAR DEGENERATION,0.5586188435554504
C0175754,"CORPUS CALLOSUM, AGENESIS",C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",0.5470978021621704
C0178421,"BREAST, FIBROADENOMA",C0238031,"BREAST, CYSTOSARCOMA PHYLLODES",0.6307172179222107
C0178421,"BREAST, FIBROADENOMA",C0410005,"FASCIITIS, NODULAR",0.6075695157051086
C0178421,"BREAST, FIBROADENOMA",C0238032,"BREAST, HAMARTOMA",0.5992008447647095
C0178421,"BREAST, FIBROADENOMA",C0238034,"BREAST, PAPILLOMA, INTRADUCTAL",0.5692276954650879
C0178421,"BREAST, FIBROADENOMA",C0678222,"BREAST, CARCINOMA",0.5383297204971313
C0178421,"BREAST, FIBROADENOMA",C1096654,HEART FIBROMA,0.5321564078330994
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0206138,CREST SYNDROME,0.5694571733474731
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0751336,"MUSCULAR DYSTROPHY, DISTAL",0.5580495595932007
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0029421,OSTEOCHONDRITIS DISSECANS,0.5577818155288696
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0032026,PITYRIASIS ROSEA,0.5537051558494568
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0015458,"FACE, HEMIATROPHY, PROGRESSIVE",0.5516251921653748
C0178703,"OSTEOARTHROPATHY, HYPERTROPHIC",C0014084,OLLIER DISEASE,0.5505763292312622
C0205713,ROUSSY-LEVY POLYNEUROPATHY,C0699739,"NEUROPATHY, CONGENITAL, SENSORY",0.6920652985572815
C0205713,ROUSSY-LEVY POLYNEUROPATHY,C0270736,BENIGN ESSENTIAL TREMOR SYNDROME,0.6280259490013123
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0221290,"FIBROMA, CHONDROMYXOID",0.5567820072174072
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0238016,"BARTHOLIN GLAND, ADENOCARCINOMA",0.5508013367652893
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0008479,CHONDROSARCOMA,0.5406137108802795
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0030271,PANCOAST SYNDROME,0.5243581533432007
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0030186,"PAGET DISEASE, EXTRAMAMMARY",0.5170513987541199
C0205770,"CHOROID PLEXUS, PAPILLOMA",C0035335,RETINOBLASTOMA,0.5122067928314209
C0205792,ENTEROCELE,C0237962,"ABSCESS, RETROPERITONEAL",0.6185457706451416
C0205792,ENTEROCELE,C0030785,"PELVIS, ABSCESS",0.5625088214874268
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0238261,LYMPHEDEMA PRAECOX,0.5582647323608398
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0341480,"PANCREAS, CYST, CONGENITAL",0.5399678349494934
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0268877,"URETHRAL GLAND, CYST",0.5018431544303894
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0022681,MEDULLARY SPONGE KIDNEY,0.49615445733070374
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0238246,"LIVER, HEMANGIOMA",0.49289670586586
C0205828,"LYMPHANGIOMA, CAVERNOUS",C0010964,DANDY WALKER SYNDROME,0.49068722128868103
C0206063,"PNEUMONITIS, RADIATION",C0003949,ASBESTOSIS,0.5777425765991211
C0206063,"PNEUMONITIS, RADIATION",C0085786,"FIBROSIS, PULMONARY, INTERSTITIAL DIFFUSE",0.5744231343269348
C0206063,"PNEUMONITIS, RADIATION",C0014013,"EMPYEMA, THORACIC",0.5287642478942871
C0206063,"PNEUMONITIS, RADIATION",C0006272,OBLITERATIVE BRONCHIOLITIS,0.5230542421340942
C0206083,"MYELINOLYSIS, CENTRAL PONTINE",C0205713,ROUSSY-LEVY POLYNEUROPATHY,0.5726783871650696
C0206083,"MYELINOLYSIS, CENTRAL PONTINE",C0238265,MARCHIAFAVA-BIGNAMI SYNDROME,0.5631148219108582
C0206138,CREST SYNDROME,C1258104,"SCLERODERMA, DIFFUSE",0.6436652541160583
C0206138,CREST SYNDROME,C0812437,OCULODENTODIGITAL DYSPLASIA SYNDROME,0.5570991039276123
C0206138,CREST SYNDROME,C0025239,MELORHEOSTOSIS,0.5525569915771484
C0206138,CREST SYNDROME,C0026272,MIXED CONNECTIVE TISSUE DISEASE,0.5491142868995667
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0699739,"NEUROPATHY, CONGENITAL, SENSORY",0.6624054312705994
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0205713,ROUSSY-LEVY POLYNEUROPATHY,0.5860742926597595
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0037773,"PARAPLEGIA, SPASTIC HEREDITARY",0.5404006838798523
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0028968,OLIVOPONTOCEREBELLAR DEGENERATION,0.5124736428260803
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0007959,PERONEAL MUSCULAR ATROPHY,0.5114299654960632
C0206245,"AMYLOIDOSIS, HEREDITARY, NEUROPATHIC",C0023522,METACHROMATIC LEUKODYSTROPHY,0.503937840461731
C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",C0023522,METACHROMATIC LEUKODYSTROPHY,0.6251823902130127
C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",C0028968,OLIVOPONTOCEREBELLAR DEGENERATION,0.6014354228973389
C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5981090068817139
C0206307,"BRAIN, FAMILIAL SPONGY DEGENERATION",C0023521,KRABBE DISEASE,0.5956543684005737
C0206368,EXFOLIATION SYNDROME,C0033847,PSEUDOXANTHOMA ELASTICUM,0.550849974155426
C0206368,EXFOLIATION SYNDROME,C0238286,MUCOLIPIDOSIS IV,0.5247431397438049
C0206368,EXFOLIATION SYNDROME,C0014583,EPISCLERITIS,0.5140705704689026
C0206368,EXFOLIATION SYNDROME,C0221061,OPTIC ATROPHY-ATAXIA SYNDROME,0.5132988095283508
C0206368,EXFOLIATION SYNDROME,C1567741,"NEPHRITIS WITH NERVE DEAFNESS, HEREDITARY",0.5130833983421326
C0206368,EXFOLIATION SYNDROME,C0016395,FOCAL DERMAL HYPOPLASIA SYNDROME,0.5051503777503967
C0206624,HEPATOBLASTOMA,C2239176,HEPATOCARCINOMA,0.7796206474304199
C0206624,HEPATOBLASTOMA,C0494165,"LIVER CANCER, METASTATIC",0.7218937873840332
C0206624,HEPATOBLASTOMA,C0221287,HEPATOCHOLANGIOCARCINOMA,0.6701595187187195
C0206624,HEPATOBLASTOMA,C0238019,"BILE DUCT, EXTRAHEPATIC, CARCINOMA",0.6427685618400574
C0206624,HEPATOBLASTOMA,C0220991,ROTOR SYNDROME,0.6208232045173645
C0206624,HEPATOBLASTOMA,C0238208,"KIDNEY, FIBROSARCOMA",0.591218888759613
C0206624,HEPATOBLASTOMA,C5234884,"OVARY, BRENNER TUMOR",0.5850669741630554
C0206638,"BONE, GIANT CELL TUMOR",C0553580,"SARCOMA, EWING",0.6956272125244141
C0206638,"BONE, GIANT CELL TUMOR",C0221290,"FIBROMA, CHONDROMYXOID",0.6879355311393738
C0206667,"ADRENAL CORTEX, ADENOMA",C0206686,"ADRENAL CORTEX, CARCINOMA",0.8115642666816711
C0206667,"ADRENAL CORTEX, ADENOMA",C1384514,"ALDOSTERONISM, PRIMARY",0.6977525353431702
C0206667,"ADRENAL CORTEX, ADENOMA",C1306214,"PITUITARY ADENOMA, ACTH SECRETING",0.6380840539932251
C0206667,"ADRENAL CORTEX, ADENOMA",C0302280,"ADRENOGENITAL SYNDROME, CONGENITAL",0.6141335368156433
C0206673,SYRINGOMA,C0030186,"PAGET DISEASE, EXTRAMAMMARY",0.6228386163711548
C0206673,SYRINGOMA,C0410005,"FASCIITIS, NODULAR",0.5804914236068726
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0238463,"THYROID, CARCINOMA, PAPILLARY",0.8943824172019958
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0238461,"THYROID, CARCINOMA, ANAPLASTIC",0.7585164308547974
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0238462,"THYROID, CARCINOMA, MEDULLARY",0.6776332855224609
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0687150,"PARATHYROID, ADENOCARCINOMA",0.5991016030311584
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0040100,THYMOMA,0.5604941248893738
C0206682,"THYROID, CARCINOMA, FOLLICULAR",C0030186,"PAGET DISEASE, EXTRAMAMMARY",0.5528698563575745
C0206686,"ADRENAL CORTEX, CARCINOMA",C0302280,"ADRENOGENITAL SYNDROME, CONGENITAL",0.606902539730072
C0206686,"ADRENAL CORTEX, CARCINOMA",C1306214,"PITUITARY ADENOMA, ACTH SECRETING",0.5805683135986328
C0220654,MENINGEAL CARCINOMATOSIS,C0410005,"FASCIITIS, NODULAR",0.5671276450157166
C0220654,MENINGEAL CARCINOMATOSIS,C0494165,"LIVER CANCER, METASTATIC",0.5415835976600647
C0220654,MENINGEAL CARCINOMATOSIS,C0238034,"BREAST, PAPILLOMA, INTRADUCTAL",0.5385640859603882
C0220654,MENINGEAL CARCINOMATOSIS,C0149927,"LUNG, HAMARTOMA",0.5333753824234009
C0220654,MENINGEAL CARCINOMATOSIS,C0151468,THYROID ADENOMA,0.5299674272537231
C0220654,MENINGEAL CARCINOMATOSIS,C0149862,"COLON, ADENOMA, VILLOUS",0.5267281532287598
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5969569087028503
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0018609,HARTNUP DISEASE,0.5657646059989929
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0020501,PRIMARY HYPEROXALURIA,0.5622522234916687
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0023374,LESCH NYHAN SYNDROME,0.5519431829452515
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0342200,"CRETINISM, ENDEMIC",0.5403377413749695
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0028860,OCULOCEREBRORENAL DYSTROPHY,0.5356270670890808
C0220987,"OROTIC ACIDURIA, HEREDITARY",C0033806,PSEUDOHYPOPARATHYROIDISM,0.531332790851593
C0220988,XANTHINURIA,C0020501,PRIMARY HYPEROXALURIA,0.5464897155761719
C0220988,XANTHINURIA,C0162283,"DIABETES INSIPIDUS, NEPHROGENIC",0.5173503756523132
C0220988,XANTHINURIA,C0021141,INAPPROPRIATE SECRETION OF ANTIDIURETIC HORMONE,0.5055928230285645
C0220988,XANTHINURIA,C0687720,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",0.5007737278938293
C0220988,XANTHINURIA,C0010691,CYSTINURIA,0.4868970811367035
C0220988,XANTHINURIA,C0022681,MEDULLARY SPONGE KIDNEY,0.48636719584465027
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0001529,ADIPOSIS DOLOROSA,0.5525639653205872
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C3887645,JOB SYNDROME,0.5174846649169922
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0023795,"PROTEINOSIS, LIPOID",0.4961339235305786
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0311284,"RETICULOHISTIOCYTOMA, MULTICENTRIC",0.4952481985092163
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0015458,"FACE, HEMIATROPHY, PROGRESSIVE",0.4777093231678009
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0221032,"LIPODYSTROPHY, GENERALIZED",0.4754963517189026
C0220989,"LIPODYSTROPHY, PROGRESSIVE",C0016395,FOCAL DERMAL HYPOPLASIA SYNDROME,0.457827091217041
C0220991,ROTOR SYNDROME,C5551003,CRIGLER-NAJJAR DISEASE,0.6166052222251892
C0220991,ROTOR SYNDROME,C0020501,PRIMARY HYPEROXALURIA,0.5587055683135986
C0220991,ROTOR SYNDROME,C0004135,"ATAXIA, TELANGIECTASIA",0.5474827885627747
C0220992,HISTIDINEMIA,C0018609,HARTNUP DISEASE,0.5772843360900879
C0220992,HISTIDINEMIA,C0031485,PHENYLKETONURIA,0.5628322958946228
C0220992,HISTIDINEMIA,C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5439804792404175
C0220992,HISTIDINEMIA,C0002514,INBORN ERROR OF AMINO ACID METABOLISM,0.5224989652633667
C0220992,HISTIDINEMIA,C0162565,"PORPHYRIA, ACUTE INTERMITTENT",0.5077917575836182
C0220992,HISTIDINEMIA,C0342200,"CRETINISM, ENDEMIC",0.5035553574562073
C0220998,"HYPOTHYROIDISM, HYPOTHALAMIC",C0677607,"THYROIDITIS, HASHIMOTO",0.6396517157554626
C0220998,"HYPOTHYROIDISM, HYPOTHALAMIC",C0151468,THYROID ADENOMA,0.5702626705169678
C0220998,"HYPOTHYROIDISM, HYPOTHALAMIC",C0020626,HYPOPARATHYROIDISM,0.5329625606536865
C0220998,"HYPOTHYROIDISM, HYPOTHALAMIC",C0033806,PSEUDOHYPOPARATHYROIDISM,0.5320926308631897
C0221002,"HYPERPARATHYROIDISM, PRIMARY",C0687150,"PARATHYROID, ADENOCARCINOMA",0.7250350117683411
C0221002,"HYPERPARATHYROIDISM, PRIMARY",C1384514,"ALDOSTERONISM, PRIMARY",0.639234721660614
C0221005,MAURIAC SYNDROME,C0017920,GLYCOGEN STORAGE DISEASE TYPE I,0.5322526693344116
C0221005,MAURIAC SYNDROME,C0017922,GLYCOGEN STORAGE DISEASE TYPE III,0.5315093398094177
C0221005,MAURIAC SYNDROME,C0221032,"LIPODYSTROPHY, GENERALIZED",0.5080251693725586
C0221005,MAURIAC SYNDROME,C0011859,"DIABETES, LIPOATROPHIC",0.5002617239952087
C0221005,MAURIAC SYNDROME,C0011860,"DIABETES MELLITUS, NON-INSULIN DEPENDENT",0.48105388879776
C0221005,MAURIAC SYNDROME,C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,0.4687761962413788
C0221011,"PAPULOSIS, MALIGNANT, ATROPHIC",C5574816,"LUPUS ERYTHEMATOSUS, DISCOID",0.5996204018592834
C0221011,"PAPULOSIS, MALIGNANT, ATROPHIC",C0038325,STEVENS-JOHNSON SYNDROME,0.5789064764976501
C0221011,"PAPULOSIS, MALIGNANT, ATROPHIC",C0023646,LICHEN PLANUS,0.5686852335929871
C0221011,"PAPULOSIS, MALIGNANT, ATROPHIC",C0032026,PITYRIASIS ROSEA,0.5593510270118713
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0206638,"BONE, GIANT CELL TUMOR",0.5590848922729492
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0023443,"RETICULOENDOTHELIOSIS, LEUKEMIC",0.5574432611465454
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0410005,"FASCIITIS, NODULAR",0.5572067499160767
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0029463,OSTEOGENIC SARCOMA,0.5348371863365173
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0008479,CHONDROSARCOMA,0.5332590341567993
C0221013,"MASTOCYTOSIS, SYSTEMIC",C0238449,"TESTIS, CHORIOCARCINOMA",0.5256341099739075
C0221020,THALASSEMIA-HEMOGLOBIN C DISEASE,C3161174,HEMOGLOBIN H DISEASE,0.7814252972602844
C0221020,THALASSEMIA-HEMOGLOBIN C DISEASE,C2242796,SICKLE CELL THALASSEMIA DISEASE,0.6511059999465942
C0221020,THALASSEMIA-HEMOGLOBIN C DISEASE,C0238159,HEMOGLOBIN E DISEASE,0.569342315196991
C0221020,THALASSEMIA-HEMOGLOBIN C DISEASE,C0340968,"ANEMIA, HEMOLYTIC, PYRUVATE KINASE DEFICIENCY",0.5023340582847595
C0221021,"ANEMIA, HEMOLYTIC, MICROANGIOPATHIC",C0238158,"HEMOCHROMATOSIS, SECONDARY",0.6260793805122375
C0221021,"ANEMIA, HEMOLYTIC, MICROANGIOPATHIC",C0238478,TRANSIENT ERYTHROBLASTOPENIA OF CHILDHOOD,0.5846573710441589
C0221023,"NEUTROPENIA, CYCLIC",C3887645,JOB SYNDROME,0.576973557472229
C0221023,"NEUTROPENIA, CYCLIC",C0008533,FACTOR IX DEFICIENCY,0.5501581430435181
C0221023,"NEUTROPENIA, CYCLIC",C0037889,"ANEMIA, HEMOLYTIC, HEREDITARY SPHEROCYTIC",0.5470781922340393
C0221023,"NEUTROPENIA, CYCLIC",C0034155,"PURPURA, THROMBOCYTOPENIC, THROMBOTIC",0.5369978547096252
C0221023,"NEUTROPENIA, CYCLIC",C0013902,"ELLIPTOCYTOSIS, HEREDITARY",0.5346749424934387
C0221025,HEMANGIOMA-THROMBOCYTOPENIA SYNDROME,C0398650,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",0.630556583404541
C0221025,HEMANGIOMA-THROMBOCYTOPENIA SYNDROME,C0040028,"THROMBOCYTHEMIA, HEMORRHAGIC",0.5461154580116272
C0221025,HEMANGIOMA-THROMBOCYTOPENIA SYNDROME,C0040015,THROMBASTHENIA,0.5458217859268188
C0221025,HEMANGIOMA-THROMBOCYTOPENIA SYNDROME,C0238246,"LIVER, HEMANGIOMA",0.5301496386528015
C0221025,HEMANGIOMA-THROMBOCYTOPENIA SYNDROME,C0221021,"ANEMIA, HEMOLYTIC, MICROANGIOPATHIC",0.5143200159072876
C0221026,"AGAMMAGLOBULINEMIA, X-LINKED INFANTILE",C3887645,JOB SYNDROME,0.6445760726928711
C0221026,"AGAMMAGLOBULINEMIA, X-LINKED INFANTILE",C4049006,"IGA DEFICIENCY, SELECTIVE",0.6306260228157043
C0221027,THYMOMA WITH IMMUNODEFICIENCY,C3887645,JOB SYNDROME,0.5002807974815369
C0221027,THYMOMA WITH IMMUNODEFICIENCY,C0043194,WISKOTT-ALDRICH SYNDROME,0.4508257508277893
